Page,Users,Sessions,Pageviews,Unique Pageviews,Bounce Rate,Entrances,Users % of Total
/catalog/view/doi:10.18739/A2FN10R8V,10,1,15,10,1,1,0.007602
/catalog/view/doi:10.18739/A2D795976,10,8,52,27,0.625,8,0.007571
/catalog/view/doi:10.18739/A2JH3D29N,10,3,13,11,0.333333333,3,0.007541
/catalog/view/doi:10.18739/A29P2M,10,4,16,12,0.25,4,0.007511
/catalog/view/doi:10.18739/A2Z37J,10,6,15,15,0.5,6,0.007481
/catalog/view/doi:10.18739/A2KK94C28,10,5,14,12,0.8,5,0.007452
/catalog/view/doi:10.18739/A2H98ZC7V,10,3,12,11,1,4,0.007422
/catalog/view/urn:uuid:1f3f702f-9594-4293-8cbd-07932e54e8ed,10,2,15,12,1,2,0.007394
/catalog/view/doi:10.18739/A2FQ9Q52R,10,1,25,14,1,1,0.007365
/catalog/view/doi:10.18739/A26R0M,10,14,21,16,0.5,14,0.007336
/catalog/view/doi:10.18739/A2ZQ1G,10,8,18,16,1,8,0.007308
/catalog/view/resource_map_doi:10.18739/A2781G,10,11,11,11,0.454545455,10,0.00728
/catalog/view/doi:10.18739/A2M03XX3M,10,4,22,14,1,4,0.007253
/catalog/view/doi:10.5065/D66971QC,10,16,21,16,0.5625,16,0.007225
/catalog/view/doi:10.18739/A27S7HS3W,10,0,17,15,null,0,0.007198
/dataset-highlight-learning-from-the-hunters-in-savoonga-with-dr-henry-huntington/,10,5,13,10,0.6,5,0.007171
/catalog/view/doi:10.18739/A2D21RJ45,10,9,26,17,0.333333333,9,0.007144
/catalog/view/doi:10.18739/A20V89H5P,10,1,14,12,0,1,0.007118
/catalog/view/urn:uuid:b0bb1e5e-1c08-4231-ac54-4b2ed3a23c36,10,4,16,11,0.25,4,0.007091
/blog/2018/07/dataset-highlight-investigating-rotten-ice-with-dr-karen-junge/,10,8,11,10,0.875,8,0.007065
/news/2018/10/arctic-data-center-at-agu-2018-december-10-14-2018/,10,5,12,10,0.8,5,0.007039
/catalog/view/urn:uuid:eba0560a-bc76-4ec8-8a6c-0e8b90fa3ae1,10,10,14,12,0.7,10,0.007014
/catalog/view/urn:uuid:87c27099-fc90-458e-a43a-bc5f83779459,10,17,30,21,0.235294118,16,0.006988
/team/<a href=,10,1,16,11,0,1,0.006963
/catalog/view/doi:10.18739/A20K35,10,5,11,10,0.2,5,0.006938
/catalog/view/urn:uuid:e86a9a4f-8b80-4ebd-aad8-c02844384845,10,3,16,14,0.333333333,3,0.006913
/catalog/view/doi:10.18739/A2JM23G2K,10,2,16,10,0.5,2,0.006889
/catalog/view/doi:10.18739/A2H70806F,10,1,19,17,1,1,0.006864
/catalog/view/doi:10.18739/A2G44HQ20,10,8,26,18,0.375,8,0.00684
/catalog/view/doi:10.18739/A2RR1PM28,10,14,19,17,0.785714286,14,0.006816
/catalog/view/doi:10.18739/A2DJ58G59,10,0,15,11,null,0,0.006792
/blog/2019/12/arctic-data-center-at-american-geophysical-union-2019/,9,9,19,14,0.777777778,9,0.006769
/catalog/view/doi:10.18739/A23775V2D,9,3,23,13,0.666666667,3,0.006745
/catalog/view/doi:10.18739/A2HG45,9,0,11,9,null,0,0.006721
/catalog/view/doi:10.18739/A25M62692,9,2,21,12,1,2,0.006698
/catalog/view/doi:10.18739/A2XG9F982,9,19,27,24,0.894736842,19,0.006674
/catalog/view/doi:10.18739/A23Z3W,9,9,11,9,0.555555556,9,0.006651
/catalog/view/doi:10.18739/A20955,9,0,11,10,null,0,0.006629
/catalog/view/doi:10.18739/A2QJ77Z28,9,7,29,15,0.571428571,7,0.006606
/catalog/portals/DBO/,9,12,16,14,0.583333333,12,0.006583
/catalog/view/doi:10.18739/A2QV3C39P,9,1,11,9,0,1,0.006561
/catalog/view/doi:10.18739/A2HH6C540,9,2,11,9,0.5,2,0.006539
/catalog/view/resource_map_doi:10.18739/A2W22P,9,8,10,10,0.5,9,0.006517
/catalog/view/doi:10.18739/A2MW28D81,9,3,13,10,1,4,0.006495
/catalog/view/doi:10.18739/A25X25C75,9,5,20,10,0.6,5,0.006473
/catalog/view/doi:10.5065/D6862DM8,9,9,12,11,0.888888889,9,0.006452
/catalog/view/doi:10.18739/A2KH0DZ5J,9,1,17,11,0,1,0.006431
/catalog/view/arctic-data.7792.4,9,11,24,16,0.545454545,11,0.00641
/catalog/view/doi:10.18739/A23F4KN4K,9,1,16,11,0,1,0.006389
/catalog/view/doi:10.18739/A21N7XM5B,9,6,18,14,0.5,6,0.006368
/catalog/view/doi:10.18739/A2ZQ03,9,3,13,12,0.666666667,3,0.006347
/catalog/view/doi:10.18739/A24X0Q,9,7,14,14,0.857142857,7,0.006326
/catalog/view/doi:10.18739/A2QB9V561,9,3,12,10,0.666666667,3,0.006306
/catalog/view/urn:uuid:3c0a7cc1-cb9c-46d5-8bae-1aeaef358454,9,2,22,12,0,2,0.006286
/catalog/view/doi:10.18739/A2G95H,9,3,13,9,0,3,0.006266
/catalog/data/page/4,9,0,15,9,null,0,0.006246
/catalog/view/urn:uuid:8120f364-d0e3-49dd-8c0d-a8448f122536,9,2,12,11,0.5,2,0.006226
/catalog/view/urn:uuid:17b7db09-d259-431d-9ae9-536b60101fbe,9,0,18,15,null,0,0.006206
/catalog/view/doi:10.18739/A2Z02Z86P,9,3,13,10,0.666666667,3,0.006187
/catalog/view/doi:10.18739/A2416SZ8Z,9,7,19,13,0.714285714,7,0.006168
/blog/2019/05/dataset-highlight-learning-from-the-hunters-in-savoonga-with-dr-henry-huntington/,9,3,15,11,1,3,0.006148
/system-status/,9,5,10,9,1,5,0.006129
/catalog/view/doi:10.18739/A2RB6W22B,9,0,21,13,null,0,0.00611
/catalog/view/doi:10.18739/A24R81,9,2,15,11,0,2,0.006092
/catalog/view/resource_map_doi:10.18739/A2BJ96,9,7,10,9,0.857142857,7,0.006073
/catalog/view/doi:10.18739/A2NC5SC06,9,7,23,19,0.428571429,7,0.006054
/catalog/view/doi:10.18739/A27S9P,9,1,11,10,1,1,0.006036
/catalog/view/urn:uuid:b17c7780-71e8-4046-9381-fc3d2c5972db,9,1,16,13,0,1,0.006018
/catalog/view/doi:10.18739/A2D934,9,10,10,10,1,10,0.006
/catalog/view/doi:10.18739/A23N20D37,9,0,12,11,null,0,0.005981
/catalog/view/urn:uuid:807f8b0d-c85b-431b-a054-989ab57af655,9,1,12,9,0,1,0.005964
/catalog/view/doi:10.18739/A2707WN65,9,3,26,12,0.666666667,3,0.005946
/catalog/view/doi:10.18739/A2S569,9,3,11,10,1,3,0.005928
/catalog/view/urn:uuid:b43c0daa-162b-4c45-95da-4baf82d6958b,9,0,14,12,null,0,0.005911
/catalog/view/https://pasta.lternet.edu/package/metadata/eml/knb-lter-ble/1/5,9,2,16,14,0.5,2,0.005893
/catalog/view/doi:10.18739/A27H1DM4V,9,0,15,12,null,0,0.005876
/catalog/view/doi:10.18739/A2MG7FV6Q,9,0,19,15,null,0,0.005859
/catalog/view/doi:10.18739/A2ZS2KC8C,9,0,18,13,null,0,0.005842
/catalog/view/urn:uuid:3b71aff0-3945-4091-93b0-73798a148206,9,6,10,10,0.833333333,6,0.005825
/catalog/view/doi:10.18739/A2GH9B86Q,9,9,24,15,0.555555556,9,0.005808
/catalog/view/doi:10.5065/D6KW5DDD,9,0,14,11,null,2,0.005791
/catalog/view/doi:10.18739/A2WM13T2S,9,1,14,9,1,1,0.005775
/catalog/quality/doi:10.18739/A2VW5S,9,10,14,10,0.4,10,0.005758
/catalog/view/urn:uuid:b50cdf62-f316-4d1b-9626-0d4d1e6b870c,8,0,11,9,null,0,0.005741
/catalog/view/doi:10.18739/A2KK94B8Q,8,1,18,14,0,1,0.005725
/catalog/view/doi:10.18739/A2QS91,8,1,9,9,0,1,0.005708
/catalog/view/doi:10.18739/A2NS0KX9G,8,0,13,10,null,0,0.005692
/search-tips/,8,6,13,11,1,6,0.005676
/catalog/view/urn:uuid:d5fa4cfa-b84b-4970-926a-8dd10b418e6d,8,1,11,9,0,1,0.00566
/catalog/view/urn:uuid:771bc2ff-9a27-4bb5-b088-110887d340e7,8,2,13,12,0.5,2,0.005644
/catalog/view/doi:10.18739/A2MS0P,8,1,13,10,0,1,0.005628
/catalog/view/doi:10.5065/D6542KRH,8,4,12,10,0.5,4,0.005612
/catalog/view/doi:10.18739/A2GS1T,8,6,16,14,0.833333333,6,0.005596
/sitescope/cgi/go.exe/sitescope?page=eventlog&machine=&logname=system&account=administrator,8,8,9,8,0.875,8,0.00558
/catalog/view/doi:10.18739/A2HX15Q8V,8,7,23,12,0.428571429,7,0.005565
/catalog/view/doi:10.18739/A2696ZZ0J,8,6,12,10,0.833333333,6,0.00555
/catalog/projects/DBO/metrics,8,7,18,14,0.714285714,7,0.005534
/catalog/view/doi:10.18739/A2MP4VN1H,8,2,11,10,0.5,2,0.005519
/download/fileDownload.htm?fileAccessPointId=019fbb3e-d027-455c-ab79-6fa2e5f396f7,8,6,8,8,0.833333333,6,0.005504
/catalog/view/doi:10.18739/A2K35MD44,8,0,14,8,null,0,0.005489
