Page,Users,Sessions,Pageviews,Unique Pageviews,Bounce Rate,Entrances,Users % of Total
/,4097,8836,18701,13780,0.360570394,8839,0.659742
/catalog/,1552,177,0,0,0,0,0.454831
/data,977,793,6691,3245,0.216897856,798,0.355663
/about/,546,202,826,675,0.50990099,203,0.288728
/share,482,219,2141,1181,0.429223744,219,0.246506
/training_july2017/,362,458,568,496,0.838427948,458,0.215137
/profile,346,58,541,441,0.465517241,58,0.192363
/team/,320,127,475,403,0.669291339,127,0.174758
/proposals/,296,251,474,379,0.741035857,251,0.160637
/submit/,272,118,787,538,0.43220339,118,0.148953
/publications/,220,79,315,251,0.746835443,79,0.138633
/data/my-data,178,68,975,521,0.205882353,68,0.129469
/q-and-a/,177,20,256,210,0.5,20,0.121702
/home.htm,166,172,205,175,0.5,172,0.114918
/support/,165,21,283,221,0.571428571,21,0.109028
/training/,146,104,302,199,0.634615385,104,0.103684
/news/2017/08/data-science-opportunities/,139,48,215,179,0.75,48,0.098901
/data-plans/,105,28,144,130,0.75,28,0.094346
/data/page/0,103,28,538,247,0.178571429,28,0.090253
/news/2017/02/proposals/,102,30,141,117,0.566666667,30,0.086562
/preservation/,101,22,171,139,0.772727273,22,0.083214
/history/,98,20,137,124,0.7,20,0.080149
/category/news/,95,15,160,118,0.733333333,15,0.07733
/data/page/2,88,6,189,107,0.666666667,6,0.074698
/news/2016/06/data-science-opportunities/,76,15,95,84,0.8,15,0.0722
/news/2017/03/arctic-data-center-training-workshop/,56,11,93,65,0.727272727,11,0.06977
/view/doi:10.18739/A2BJ96,55,46,71,62,0.695652174,46,0.067514
/signin,52,2,117,66,0.5,2,0.065401
/news/2017/06/webinar-registration-open-tools-and-strategies-for-archiving-data/,44,19,70,61,0.894736842,19,0.063391
/news/2017/05/call-for-applications-data-science-training-for-arctic-research/,43,4,67,53,0.25,4,0.061508
/training_July2017/?platform=hootsuite,42,67,70,67,0.940298507,67,0.059742
/view/urn:uuid:ef1feed0-9057-4afb-963e-03769a0b3e85,42,121,162,127,0.752066116,121,0.058087
/data/page/3,41,1,83,49,0,1,0.056527
/view/doi:10.18739/A2W22P,41,29,51,47,0.896551724,29,0.055058
/view/doi:10.18739/A27T10,35,9,90,53,0.555555556,10,0.053646
/projects/,35,37,47,37,0.486486486,37,0.052313
/view/doi:10.5065/D6N014HK,35,47,64,50,0.659574468,47,0.051051
/news/2016/12/dataone-welcomes-the-arctic-data-center-as-its-36th-member-node/,34,10,42,38,0.7,10,0.049852
/view/doi:10.18739/A2781G,34,20,58,46,0.7,20,0.048714
/view/doi:10.18739/A2CD5M,33,30,75,63,0.8,31,0.047629
/profile/http://orcid.org/0000-0002-0979-560X,32,8,79,63,0.5,8,0.046593
/training_jun2017/,32,12,68,42,0.666666667,12,0.045606
/news/2017/12/the-thomas-fire-in-santa-barbara/,32,7,56,37,0.285714286,7,0.044665
/view/urn:uuid:04adb1c7-d215-4c8f-9e80-79d56bc20bab,32,28,143,76,0.5,29,0.043767
/training_July2017/,31,9,66,47,0.666666667,9,0.042906
/view/doi:10.18739/A2D08X,30,27,73,47,0.777777778,27,0.042078
/api,27,7,41,36,0.714285714,7,0.041275
/view/doi:10.18739/A2G95H,27,15,48,42,0.6,16,0.040506
/view/urn:uuid:997fe05e-2c43-4a26-81e3-98ed80e9b505,27,13,111,65,0.615384615,14,0.039768
/news/2016/03/press-release/,26,18,31,29,0.833333333,18,0.039056
/view/doi:10.18739/A2Z37J,26,20,46,40,0.8,20,0.038373
/view/doi:10.5065/D6JH3J7Z,26,17,35,32,0.882352941,17,0.037715
/view/doi:10.18739/A2556Q,26,27,65,51,0.740740741,27,0.037083
/view/doi:10.18739/A2K89M,26,33,63,39,0.484848485,33,0.036473
/view/urn:uuid:1b96e994-20a1-4445-a327-3256c040034f,26,23,60,40,0.434782609,23,0.035886
/view/doi:10.18739/A27G86,24,26,39,34,0.730769231,26,0.035315
